town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9310/baardegem/rbt44186,Residence,499 000 €,Faluintjesstraat 30 9310 Baardegem,30,Baardegem,3,23 m²,22 m²,1,2,201 m²,Yes,24 m²,,,1998,Excellent,Super equipped,,Double glass,,Yes,134 kWh/m²/year,,15/05/2035
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbs67669,Residence,250 000 €,"Keppestraat 89
9320 Erembodegem",89,Erembodegem,2,25 m²,20 m²,1,2,165 m²,,,,,,Normal,Fully equipped,,Double glass,,,289 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt43412,Residence,585 000 €,Pater Rasschaertlaan 10 9320 Erembodegem,10,Erembodegem,3,10 m²,11 m²,1,2,240 m²,Yes,30 m²,,,,New,,No,Double glass,No,,281 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt08450,Apartment,205 000 €,Peter Benoitstraat 31 6 9300 Aalst,31,Aalst,3,13 m²,13 m²,1,1,90 m²,Yes,6 m²,South-east,2,,Normal,Super equipped,Yes,Double glass,Yes,Yes,161 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt31592,Apartment,165 000 €,Raffelgemstraat 12 31 9300 Aalst,12,Aalst,2,13 m²,9 m²,1,,75 m²,Yes,,,8,1965,To renovate,Fully equipped,,Double glass,Yes,Yes,143 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt34982,Apartment,130 000 €,Rozemarijnstraat 2 A 9300 Aalst,2,Aalst,1,,,1,1,58 m²,No,,,0,1850,Normal,Partially equipped,,,No,,209 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt34983,Apartment,130 000 €,Rozemarijnstraat 2 1 9300 Aalst,2,Aalst,1,,,1,1,46 m²,No,,,1,1850,Normal,Partially equipped,,,No,,143 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt34984,Apartment,130 000 €,Rozemarijnstraat 2 2 9300 Aalst,2,Aalst,1,,,1,1,46 m²,No,,,2,1850,Normal,Partially equipped,,,No,,167 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt34985,Apartment,130 000 €,Rozemarijnstraat 2 3 9300 Aalst,2,Aalst,1,,,1,1,52 m²,No,,,3,1850,Normal,Partially equipped,,,No,,209 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt36043,Apartment,375 000 €,Parklaan 29 71 9300 Aalst,29,Aalst,3,17 m²,17 m²,1,2,157 m²,Yes,18 m²,,7,,Excellent,Fully equipped,No,Double glass,Yes,,172 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt36432,Apartment,225 000 €,Dirk Martensstraat 69 7 9300 Aalst,69,Aalst,2,14 m²,15 m²,1,1,97 m²,,,,3,1980,To be renovated,,,Double glass,Yes,,192 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt36519,Apartment,234 000 €,Onze Lieve Vrouwplein 5 5 9300 Aalst,5,Aalst,2,13 m²,9 m²,1,1,94 m²,Yes,4 m²,,3,1997,Excellent,Fully equipped,,Double glass,Yes,Yes,200 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbt32225,Duplex,350 000 €,Gentsesteenweg 200 9300 Aalst,200,Aalst,2,,,1,1,124 m²,Yes,,South,,2021,New,,,Double glass,Yes,,,,
aalst,7,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbt36241,Duplex,214 000 €,Waterstraat 24 3 9300 Aalst,24,Aalst,3,8 m²,14 m²,1,2,122 m²,Yes,25 m²,,1,,Normal,Fully equipped,No,Double glass,No,,377 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/duplex/for-sale/9308/gijzegem/rbt36240,Duplex,214 000 €,Waterstraat 24 3 9308 Gijzegem,24,Gijzegem,3,14 m²,14 m²,1,2,122 m²,Yes,25 m²,,1,,Normal,Fully equipped,No,Double glass,No,,377 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14256,Residence,185 000 €,Groenstraat 157 9300 Aalst,157,Aalst,3,,,1,1,159 m²,,,,,,To be renovated,,No,,No,,653 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt36295,Residence,325 000 €,Sint Jobstraat 198 4 9300 Aalst,198,Aalst,6,,,3,3,244 m²,Yes,16 m²,,,,,,Yes,Double glass,No,,379 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt36941,Residence,319 000 €,Drie Sleutelsstraat 38 9300 Aalst,38,Aalst,3,22 m²,16 m²,1,2,153 m²,Yes,20 m²,,,,Excellent,Fully equipped,No,Double glass,No,,123 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt37634,Residence,450 000 €,Onegem 95 C 9300 Aalst,95,Aalst,4,,,1,,199 m²,Yes,,,,,Normal,,,,No,,,,17/03/2035
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9310/herdersem/rbt32321,Residence,949 000 €,Grote baan 17 9310 Herdersem,17,Herdersem,4,,,1,2,334 m²,Yes,,,,1944,,Super equipped,No,,No,,,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt18815,Residence,185 000 €,Jagershoek 58 9320 Erembodegem,58,Erembodegem,3,20 m²,14 m²,1,1,180 m²,Yes,10 m²,South,,,To be renovated,Fully equipped,,,,,692 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt32796,Residence,295 000 €,Jagershoek 164 9320 Erembodegem,164,Erembodegem,3,,,1,1,159 m²,No,,,,1961,To be renovated,Partially equipped,No,,No,,823 kWh/m²/year,,
aalst,7,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rwc39504,Residence,284 500 €,9320 Erembodegem,9320,Erembodegem,3,15 m²,13 m²,1,,185 m²,Yes,40 m²,South-west,,1931,Excellent,Fully equipped,,Double glass,,,316 kWh/m²/year,,25/05/2035
aalst,8,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt22922,Apartment,235 000 €,Kwalestraat 118 2.1 9300 Aalst,118,Aalst,3,14 m²,13 m²,1,1,98 m²,Yes,,South,2,1968,,Super equipped,,Double glass,,,241 kWh/m²/year,,26/03/2029
aalst,8,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt27247,Apartment,230 000 €,Capucienenlaan 33A 2.1 9300 Aalst,9300,Aalst,2,,,1,,83 m²,Yes,,,2,,Normal,Super equipped,No,,No,,280 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt28362,Apartment,379 500 €,Parklaan 47 10 9300 Aalst,47,Aalst,3,,,2,2,160 m²,Yes,,,7,,Normal,Partially equipped,No,,Yes,,123 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt28363,Apartment,175 000 €,Park Terlinden 10 43 9300 Aalst,10,Aalst,2,,,1,1,68 m²,Yes,,,11,1968,,Super equipped,No,,No,,172 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/apartment/for-sale/9320/nieuwerkerken/rbt22923,Apartment,235 000 €,Kwalestraat 118 2.1 9320 Nieuwerkerken,118,Nieuwerkerken,3,14 m²,13 m²,1,1,98 m²,Yes,,South,2,1968,,Super equipped,,Double glass,,,241 kWh/m²/year,,26/03/2029
aalst,8,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbt24880,Duplex,295 000 €,Ninovesteenweg 225 9300 Aalst,225,Aalst,4,35 m²,11 m²,1,2,182 m²,Yes,30 m²,,1,,Normal,Fully equipped,No,Double glass,No,,298 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/duplex/for-sale/9320/erembodegem/rbt24876,Duplex,295 000 €,Ninovesteenweg 225 9320 Erembodegem,225,Erembodegem,4,35 m²,11 m²,1,2,182 m²,Yes,30 m²,,1,,Normal,Fully equipped,No,Double glass,No,,298 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/ground-floor/for-sale/9300/aalst/rbt30973,Ground,149 000 €,Geraardsbergsesteenweg 75 1 9300 Aalst,75,Aalst,2,,,,,82 m²,,,,0,,,,,,No,,443 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/mixed-building/for-sale/9300/aalst/rbt29229,Mixed,170 000 €,Hoveniersstraat 3 9300 Aalst,3,Aalst,1,,,1,2,123 m²,,,,,,Normal,,,Double glass,No,,387 kWh/m²/year,,21/12/2033
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt25997,Residence,525 000 €,Kleistraat 34A 9300 Aalst,9300,Aalst,6,,,2,2,307 m²,Yes,,,,2008,Normal,Super equipped,,Double glass,No,,169 kWh/m²/year,,30/04/2035
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt27002,Residence,285 000 €,Moorselbaan 23 9300 Aalst,23,Aalst,4,19 m²,12 m²,1,2,257 m²,Yes,11 m²,,,1976,,Fully equipped,No,Double glass,,,291 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt30231,Residence,269 000 €,Jan Jeliestraat 2 9300 Aalst,2,Aalst,2,15 m²,25 m²,1,1,127 m²,Yes,,South-east,,1930,Normal,Fully equipped,,Double glass,No,,295 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt31090,Residence,225 000 €,Felix de Hertstraat 10 9300 Aalst,10,Aalst,3,18 m²,14 m²,2,2,199 m²,Yes,,,,,Normal,Fully equipped,,Double glass,No,,232 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt29812,Residence,1 030 000 €,9308 Gijzegem,9308,Gijzegem,5,,,2,,308 m²,Yes,,,,,Normal,,,,No,,84 kWh/m²/year,,30/05/2033
aalst,8,https://immovlan.be/en/detail/residence/for-sale/9310/baardegem/rbt26582,Residence,310 000 €,Leirekenstraat 39 9310 Baardegem,39,Baardegem,3,,,1,2,162 m²,Yes,,West,,1963,Normal,Super equipped,,Double glass,No,,301 kWh/m²/year,,10/03/2035
aalst,8,https://immovlan.be/en/detail/triplex/for-sale/9300/aalst/rwc39387,Triplex,265 000 €,Verbrandhofstraat 25 22 9300 Aalst,25,Aalst,3,,,1,,136 m²,Yes,,,2,2013,Excellent,Fully equipped,,Double glass,Yes,,112 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/triplex/for-sale/9300/aalst/rwc39405,Triplex,245 000 €,Verbrandhofstraat 25 22 9300 Aalst,25,Aalst,3,,,,,136 m²,Yes,,,2,2013,Excellent,,,Double glass,Yes,,112 kWh/m²/year,,
aalst,8,https://immovlan.be/en/detail/villa/for-sale/9300/aalst/rbt29808,Villa,1 095 000 €,9300 Aalst,9300,Aalst,4,,,2,3,522 m²,Yes,150 m²,,,2006,,,,,No,,178 kWh/m²/year,,21/04/2034
aalst,8,https://immovlan.be/en/detail/villa/for-sale/9308/gijzegem/rbt29804,Villa,1 030 000 €,9308 Gijzegem,9308,Gijzegem,5,,,2,,308 m²,Yes,,,,,Normal,,,,No,,84 kWh/m²/year,,30/05/2033
aalst,8,https://immovlan.be/en/detail/villa/for-sale/9310/moorsel/rbt28398,Villa,Price on request,Opwijkse Steenweg 73 9310 Moorsel,73,Moorsel,4,40 m²,15 m²,2,3,400 m²,Yes,30 m²,,,,Excellent,Fully equipped,No,Double glass,No,,346 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt16197,Apartment,225 000 €,Werf 7A 12 9300 Aalst,12,Aalst,1,11 m²,,1,1,61 m²,Yes,7 m²,,1,2021,Excellent,,Yes,,Yes,Yes,60 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt16198,Apartment,225 000 €,Werf 7A 12 9300 Aalst,12,Aalst,1,11 m²,,1,1,61 m²,Yes,7 m²,,1,2021,Excellent,,Yes,,Yes,Yes,60 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt16199,,,,,,,,,,,,,,,,,,,,,,,,,
aalst,9,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rwc39334,Apartment,To negotiate 320 000 €,Boudewijnlaan 135 6 9300 Aalst,135,Aalst,3,,,1,,130 m²,Yes,,,,,Normal,Fully equipped,,Double glass,Yes,Yes,,84 kWh/year,
aalst,9,https://immovlan.be/en/detail/bungalow/for-sale/9320/erembodegem/rbt10874,Bungalow,299 000 €,Groeneweg 22a 9320 Erembodegem,9320,Erembodegem,3,15 m²,11 m²,1,2,157 m²,Yes,20 m²,West,,,Normal,Fully equipped,,Double glass,,,553 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/duplex/for-sale/9308/gijzegem/rbt10544,Duplex,330 000 €,Alverenbergbaan 1 12 9308 Gijzegem,1,Gijzegem,3,10 m²,15 m²,2,2,160 m²,Yes,6 m²,,1,,New,Fully equipped,,Double glass,No,,,,
aalst,9,https://immovlan.be/en/detail/mixed-building/for-sale/9300/aalst/rbt14265,Mixed,249 900 €,Naarstigheidstraat 158 9300 Aalst,158,Aalst,2,,,,,150 m²,Yes,,,,,Normal,Super equipped,,,No,,392 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt10854,Residence,235 000 €,Ledebaan 197 9300 Aalst,197,Aalst,1,,,1,,,Yes,,,,,,Fully equipped,,,,,315 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14224,Residence,800 000 €,Hopmarkt 30 9300 Aalst,30,Aalst,9,,,2,1,433 m²,No,,,,,To be renovated,,,,No,,544 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14242,Residence,169 000 €,Denderstraat 4 9300 Aalst,4,Aalst,2,,,1,1,119 m²,No,,,,,To be renovated,Partially equipped,,,No,,383 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14257,Residence,250 000 €,Osbroekstraat 28 9300 Aalst,28,Aalst,4,,,1,1,131 m²,Yes,,,,,To be renovated,,,,No,,682 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14264,Residence,249 900 €,Naarstigheidstraat 158 9300 Aalst,158,Aalst,2,,,,,150 m²,Yes,,,,,Normal,Super equipped,,,No,,392 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt15566,Residence,349 000 €,Lindenstraat 22 9300 Aalst,22,Aalst,3,13 m²,12 m²,2,1,200 m²,,,,,1957,To be renovated,,,,,,450 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt15897,Residence,295 000 €,Sinte Annalaan 59 9300 Aalst,59,Aalst,3,9 m²,10 m²,1,2,170 m²,Yes,20 m²,,,,Excellent,Fully equipped,No,Simple glass,No,,545 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt18128,Residence,299 000 €,Oude Gentbaan 135 9300 Aalst,135,Aalst,4,,,1,2,225 m²,Yes,,,,,Normal,Partially equipped,,,No,,355 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt20077,Residence,385 000 €,Bergemeersenstraat 34 9300 Aalst,34,Aalst,3,18 m²,17 m²,1,2,149 m²,Yes,20 m²,,,1930,Excellent,Super equipped,Yes,Double glass,,,108 kWh/m²/year,,24/03/2035
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt20095,Residence,225 000 €,Zijpstraat 9 9308 Gijzegem,9,Gijzegem,3,18 m²,15 m²,1,1,182 m²,Yes,16 m²,,,1963,To be renovated,Fully equipped,Yes,,,,839 kWh/m²/year,,18/09/2034
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt22462,,,,,,,,,,,,,,,,,,,,,,,,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt14251,Residence,395 000 €,Kluizestraat 13 9320 Erembodegem,13,Erembodegem,3,,,,,173 m²,Yes,,,,1954,To be renovated,Super equipped,,,No,,460 kWh/m²/year,,
aalst,9,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt16912,Residence,325 000 €,Varent 8 9320 Erembodegem,8,Erembodegem,3,18 m²,13 m²,1,2,152 m²,Yes,25 m²,,,1959,Normal,Fully equipped,,Double glass,,,295 kWh/m²/year,,24/04/2035
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt00155,Apartment,420 200 €,Zeebergkaai 9300 Aalst,9300,Aalst,2,,,1,,110 m²,Yes,25 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt00156,Apartment,423 500 €,Zeebergkaai 9300 Aalst,9300,Aalst,2,,,1,,110 m²,Yes,25 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt00157,Apartment,376 300 €,Zeebergkaai 9300 Aalst,9300,Aalst,2,,,1,,106 m²,Yes,8 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt00158,Apartment,371 000 €,Zeebergkaai 9300 Aalst,9300,Aalst,2,,,1,,106 m²,Yes,8 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt04814,Apartment,332 891 €,Bredestraat 371A 12 9300 Aalst,12,Aalst,2,13 m²,11 m²,1,,116 m²,Yes,7 m²,South-east,1,,,Super equipped,,Double glass,Yes,Yes,,,
aalst,10,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt09906,Apartment,325 000 €,Drie Sleutelsstraat 49 app1.1 9300 Aalst,49,Aalst,2,,,1,1,112 m²,Yes,,,1,2025,New,,,,,Yes,,,
aalst,10,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbt10540,Duplex,330 000 €,Alverenbergbaan 1 12 9300 Aalst,1,Aalst,3,10 m²,15 m²,2,2,160 m²,Yes,6 m²,,1,,New,Fully equipped,,Double glass,No,,,,
aalst,10,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbt10541,Duplex,265 000 €,Alverenbergbaan 1 12 9300 Aalst,1,Aalst,3,15 m²,10 m²,2,2,160 m²,Yes,6 m²,,1,,New,Fully equipped,,Double glass,No,,,,
aalst,10,https://immovlan.be/en/detail/duplex/for-sale/9308/hofstade/rbt10543,Duplex,265 000 €,Alverenbergbaan 1 12 9308 Hofstade,1,Hofstade,3,15 m²,10 m²,2,2,160 m²,Yes,6 m²,,1,,New,Fully equipped,,Double glass,No,,,,
aalst,10,https://immovlan.be/en/detail/mixed-building/for-sale/9300/aalst/rbp99069,Mixed,225 000 €,Korte Zoutstraat 21 9300 Aalst,21,Aalst,2,20 m²,15 m²,1,2,245 m²,Yes,16 m²,West,,,To renovate,Fully equipped,,Double glass,,Yes,187 kWh/m²/year,,23/10/2033
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs74654,Residence,205 000 €,Dokter de Moorstraat 48 9300 Aalst,48,Aalst,3,18 m²,13 m²,1,1,150 m²,Yes,20 m²,South,,,Normal,Fully equipped,Yes,Double glass,,,317 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt03384,Residence,285 000 €,Vooruitzichtstraat 34 9300 Aalst,34,Aalst,3,15 m²,12 m²,1,2,212 m²,Yes,10 m²,,,,Normal,Fully equipped,No,Simple glass,No,,316 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbs99338,Residence,235 000 €,Steenweg op Aalst 171 9308 Gijzegem,171,Gijzegem,3,,,1,1,153 m²,Yes,40 m²,South-east,,1919,To be renovated,Fully equipped,,,No,,390 kWh/m²/year,,19/02/2035
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9310/baardegem/rbs97900,Residence,349 000 €,Rampelberg 149 9310 Baardegem,149,Baardegem,4,,,1,1,157 m²,Yes,,,,1950,,,,,No,,430 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9310/moorsel/rwc39045,Residence,375 550 €,9310 Moorsel,9310,Moorsel,3,,,1,,430 m²,,,,,2025,Excellent,Super equipped,,Double glass,,Yes,,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbs49107,Residence,220 000 €,Lepelloi 1 9320 Erembodegem,1,Erembodegem,3,21 m²,28 m²,1,,145 m²,Yes,,,,1950,To be renovated,Fully equipped,No,,No,No,769 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt09272,Residence,1 099 000 €,Plataanlaan 17 9320 Erembodegem,17,Erembodegem,5,16 m²,16 m²,2,4,380 m²,Yes,75 m²,,,,,,Yes,,No,,342 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rwc39044,Residence,375 550 €,9320 Erembodegem,9320,Erembodegem,3,,,,,382 m²,,,,,,Excellent,Super equipped,,,,Yes,,,
aalst,10,https://immovlan.be/en/detail/villa/for-sale/9300/aalst/rbt09978,Villa,545 000 €,9300 Aalst,9300,Aalst,5,9 m²,27 m²,2,2,260 m²,Yes,15 m²,,,,Normal,Fully equipped,No,Double glass,No,,286 kWh/m²/year,,
aalst,10,https://immovlan.be/en/detail/villa/for-sale/9320/erembodegem/rbt09977,Villa,545 000 €,Gaston de Schepperstraat 78 9320 Erembodegem,78,Erembodegem,5,15 m²,9 m²,2,2,260 m²,Yes,15 m²,,,,Normal,Fully equipped,No,Double glass,No,,286 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs64697,Apartment,230 000 €,Dendermondsesteenweg 23 3A 9300 Aalst,23,Aalst,3,16 m²,15 m²,1,2,110 m²,Yes,13 m²,South-east,3,,Normal,Super equipped,Yes,Double glass,Yes,Yes,300 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs81111,Apartment,261 560 €,Zeebergkaai 4 12 9300 Aalst,4,Aalst,1,,,1,,96 m²,Yes,8 m²,,1,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,11,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs87005,Apartment,200 000 €,Parklaan 25 11 9300 Aalst,25,Aalst,2,13 m²,12 m²,1,1,99 m²,Yes,7 m²,,1,,Normal,Fully equipped,,Double glass,No,,134 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs89904,Apartment,175 000 €,Bredestraat 139 5 9300 Aalst,139,Aalst,2,,,1,,82 m²,Yes,,,,1994,To be renovated,,,Double glass,Yes,Yes,122 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs92543,Apartment,333 000 €,Zeebergkaai 9300 Aalst,9300,Aalst,2,,,1,,90 m²,Yes,14 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,11,https://immovlan.be/en/detail/ground-floor/for-sale/9300/aalst/rbs81130,Ground,268 560 €,Alfred Nichelsstraat 53 1 9300 Aalst,53,Aalst,1,,,1,,79 m²,Yes,15 m²,,0,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs13647,Residence,890 000 €,9300 Aalst,9300,Aalst,4,,,2,3,250 m²,Yes,,South,,2025,New,Super equipped,,Double glass,No,Yes,,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs58821,Residence,409 000 €,"Bredestraat 36
9300 Aalst",36,Aalst,3,22 m²,15 m²,1,1,195 m²,Yes,45 m²,South-west,,,Normal,Fully equipped,,Double glass,,Yes,197 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs75686,Residence,426 200 €,De Vilanderstraat 9300 Aalst,9300,Aalst,3,,,1,,131 m²,Yes,13 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs75690,Residence,425 200 €,De Vilanderstraat 9300 Aalst,9300,Aalst,3,,,1,,132 m²,Yes,15 m²,,,2024,New,Super equipped,Yes,Double glass,Yes,,,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs81129,Residence,425 200 €,De Vilanderstraat 6E 9300 Aalst,9300,Aalst,3,,,1,,132 m²,Yes,15 m²,,,,New,Super equipped,Yes,Double glass,,,,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs87086,Residence,179 000 €,Groenstraat 240 9300 Aalst,240,Aalst,3,43 m²,16 m²,1,1,110 m²,,,,,,To be renovated,Fully equipped,,Simple glass,No,,728 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs89102,Residence,239 500 €,Nieuwbeekstraat 1 208 9300 Aalst,1,Aalst,1,,,1,,52 m²,Yes,,,,2017,,,,,Yes,,102 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs90157,Residence,Make offer from 315 000 €,Eikstraat 67 9300 Aalst,67,Aalst,5,,,2,1,167 m²,Yes,,,,1953,Fully renovated,,Yes,,,,192 kWh/m²/year,,
aalst,11,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbs93222,Residence,1 280 000 €,Marcel De Bisschopstraat 15 9300 Aalst,15,Aalst,1,,,,,564 m²,No,,,,1972,Normal,,,,No,,,,
